0,9.38565450374895
1,9.375487387358142
2,9.365320270967333
3,9.355153154576524
4,9.344986038185713
5,9.334818921794906
6,9.324651805404097
7,9.314484689013288
8,9.304317572622477
9,9.294150456231668
10,9.283983339840859
11,9.219216019711473
12,9.154448699582087
13,9.089681379452703
14,9.024914059323319
15,8.960146739193933
16,8.895379419064549
17,8.830612098935163
18,8.765844778805777
19,8.70107745867639
20,8.636310138547007
21,8.53735131493823
22,8.438392491329454
23,8.339433667720678
24,8.240474844111901
25,8.141516020503124
26,8.042557196894347
27,7.94359837328557
28,7.844639549676794
29,7.7456807260680165
30,7.646721902459241
31,7.4482936584977155
32,7.249865414536191
33,7.051437170574667
34,6.853008926613141
35,6.654580682651615
36,6.456152438690092
37,6.257724194728566
38,6.059295950767042
39,5.860867706805516
40,5.662439462843992
41,5.297614992340437
42,4.93279052183688
43,4.5679660513333245
44,4.20314158082977
45,3.8383171103262144
46,3.473492639822658
47,3.108668169319103
48,2.7438436988155472
49,2.379019228311992
50,2.0141947578084363
51,1.7045518309477572
52,1.3949089040870781
53,1.0852659772263988
54,.7756230503657198
55,.46598012350504076
56,.15633719664436158
57,-.15330573021631758
58,-.4629486570769966
59,-.7725915839376757
60,-1.0822345107983549
61,-.9231442708593622
62,-.7640540309203696
63,-.604963790981377
64,-.44587355104238435
65,-.28678331110339167
66,-.1276930711643991
67,.03139716877459353
68,.19048740871358616
69,.34957764865257873
70,.5086678885915714
71,.6433740620881513
72,.7780802355847312
73,.912786409081311
74,1.0474925825778911
75,1.1821987560744707
76,1.3169049295710509
77,1.4516111030676309
78,1.5863172765642104
79,1.7210234500607904
80,1.8557296235573704
81,1.915349637226705
82,1.9749696508960395
83,2.034589664565374
84,2.0942096782347086
85,2.1538296919040425
86,2.2134497055733773
87,2.273069719242712
88,2.3326897329120464
89,2.3923097465813807
90,2.4519297602507155
91,2.3534600744594156
92,2.2549903886681157
93,2.156520702876816
94,2.0580510170855155
95,1.9595813312942156
96,1.8611116455029155
97,1.7626419597116154
98,1.6641722739203157
99,1.5657025881290159
100,1.4672329023377157
101,1.2197082004315256
102,.972183498525335
103,.7246587966191446
104,.4771340947129543
105,.22960939280676396
106,-.017915309099426402
107,-.26544001100561676
108,-.5129647129118071
109,-.7604894148179974
110,-1.0080141167241878
111,-1.504645174836559
112,-2.00127623294893
113,-2.497907291061302
114,-2.9945383491736726
115,-3.4911694072860433
116,-3.987800465398415
117,-4.4844315235107866
118,-4.981062581623157
119,-5.477693639735529
120,-5.9743246978479
121,-6.207022928439368
122,-6.439721159030837
123,-6.672419389622307
124,-6.905117620213775
125,-7.137815850805245
126,-7.370514081396715
127,-7.603212311988183
128,-7.835910542579652
129,-8.068608773171121
130,-8.30130700376259
131,-8.191761924132692
132,-8.082216844502794
133,-7.972671764872897
134,-7.863126685243
135,-7.7535816056131015
136,-7.644036525983205
137,-7.5344914463533055
138,-7.424946366723408
139,-7.31540128709351
140,-7.205856207463613
141,-7.194173895978144
142,-7.182491584492678
143,-7.170809273007211
144,-7.159126961521743
145,-7.147444650036275
146,-7.1357623385508075
147,-7.1240800270653395
148,-7.112397715579871
149,-7.100715404094404
150,-7.089033092608936
151,-7.069752956720694
152,-7.050472820832454
153,-7.0311926849442115
154,-7.011912549055969
155,-6.992632413167729
156,-6.973352277279486
157,-6.954072141391245
158,-6.934792005503003
159,-6.915511869614761
160,-6.89623173372652
161,-6.8157341463353065
162,-6.735236558944093
163,-6.654738971552879
164,-6.574241384161667
165,-6.493743796770454
166,-6.41324620937924
167,-6.332748621988026
168,-6.252251034596813
169,-6.1717534472056
170,-6.091255859814386
171,-6.057960135714337
172,-6.024664411614287
173,-5.991368687514237
174,-5.958072963414187
175,-5.924777239314137
176,-5.891481515214087
177,-5.858185791114038
178,-5.824890067013988
179,-5.791594342913939
180,-5.758298618813889
181,-5.724153985901952
182,-5.690009352990016
183,-5.655864720078078
184,-5.621720087166142
185,-5.587575454254205
186,-5.5534308213422685
187,-5.519286188430332
188,-5.485141555518394
189,-5.450996922606458
190,-5.416852289694521
191,-5.644557028389084
192,-5.872261767083647
193,-6.09996650577821
194,-6.327671244472772
195,-6.555375983167335
196,-6.783080721861897
197,-7.01078546055646
198,-7.238490199251023
199,-7.466194937945585
200,-7.693899676640148
201,-7.754240727655485
202,-7.814581778670823
203,-7.874922829686161
204,-7.935263880701498
205,-7.995604931716838
206,-8.055945982732174
207,-8.116287033747513
208,-8.17662808476285
209,-8.236969135778187
210,-8.297310186793526
211,-8.349638457152219
212,-8.40196672751091
213,-8.454294997869603
214,-8.506623268228296
215,-8.558951538586987
216,-8.611279808945678
217,-8.663608079304371
218,-8.715936349663064
219,-8.768264620021757
220,-8.820592890380448
221,-8.512370914392736
222,-8.204148938405025
223,-7.895926962417313
224,-7.5877049864296024
225,-7.279483010441891
226,-6.971261034454178
227,-6.663039058466467
228,-6.354817082478756
229,-6.046595106491044
230,-5.738373130503333
231,-5.278388703007916
232,-4.8184042755125
233,-4.358419848017084
234,-3.898435420521667
